sdss designation,redshift,angular sep,proper sep,sdss r band
J150656.42+125048.6,0.0223,62.3,28.0,13.11
J150821.57+191131.6,0.0219,67.9,29.0,14.85
J150823.96+191229.2,0.0211,67.9,29.0,13.82
J150825.90+371027.2,0.0556,75.4,81.4,17.21
J150829.43+371120.8,0.0551,75.4,81.4,15.5
J150831.30+191103.6,0.0204,139.4,59.5,14.53
J150853.06+004841.7,0.0737,27.2,38.1,17.1
J150854.81+004834.3,0.0736,27.2,38.1,15.67
J151018.41+074219.6,0.0424,80.4,67.3,13.87
J151022.87+074304.2,0.0442,80.4,67.3,14.87
J151045.94+062158.0,0.0741,66.0,92.9,16.34
J151047.14+062054.5,0.0738,66.0,92.9,16.66
J151100.79+243141.6,0.0874,9.1,14.9,16.56
J151101.24+243135.5,0.0868,9.1,14.9,16.97
J151112.63+244401.4,0.104,35.3,67.6,17.18
J151113.00+244436.2,0.1046,35.3,67.6,17.6
J151133.91+171855.1,0.0636,26.9,32.9,15.34
J151135.20+171913.8,0.0635,26.9,32.9,16.51
J151203.41+134123.2,0.0728,9.2,12.5,16.56
J151203.80+134116.1,0.0711,9.2,12.5,16.16
J151216.09+203617.0,0.0797,58.8,87.5,16.0
J151219.64+203552.2,0.0787,58.8,87.5,16.33
J151227.51+203906.5,0.0397,69.7,55.8,14.2
J151230.65+203957.9,0.0405,69.7,55.8,16.55
J151307.62+041737.4,0.037,105.4,77.4,16.0
J151309.46+041555.6,0.038,105.4,77.4,16.77
J151310.42+042855.5,0.036,60.7,43.4,14.21
J151311.70+042701.6,0.0352,115.4,82.5,15.52
J151311.80+042952.5,0.0366,60.7,43.4,17.31
J151320.28+063704.9,0.0463,64.3,58.9,15.04
J151321.23+063602.2,0.0467,64.3,58.9,17.75
J151327.32+224856.7,0.0864,50.3,82.3,16.23
J151327.64+224946.8,0.0874,50.3,82.3,16.74
J151356.50+233809.6,0.0455,86.2,77.1,16.15
J151357.16+233644.0,0.0443,86.2,77.1,15.1
J151553.79+324612.3,0.0601,56.8,66.1,16.92
J151553.86+030301.1,0.0379,118.2,87.4,14.46
J151554.48+324516.5,0.0603,56.8,66.1,17.36
J151559.52+030139.0,0.0372,118.2,87.4,16.68
J151600.09+342124.8,0.1253,9.4,20.9,16.23
J151600.59+342119.1,0.1244,9.4,20.9,17.35
J151614.19+154114.9,0.0361,24.1,17.7,16.25
J151614.38+154138.9,0.037,24.1,17.7,15.13
J151622.40+085251.8,0.0331,131.0,86.6,15.63
J151625.08+085047.1,0.0331,131.0,86.6,15.09
J151640.00+215938.7,0.0805,33.2,51.0,16.71
J151641.90+215955.7,0.0814,33.2,51.0,17.0
J151644.79+215932.2,0.0808,49.3,75.7,15.79
J151711.15+032105.8,0.037,80.9,59.4,14.25
J151713.75+071106.2,0.0382,123.3,92.0,15.24
J151713.79+343714.6,0.0612,14.6,17.2,16.02
J151714.30+343702.2,0.0617,14.6,17.2,16.63
J151714.90+032203.8,0.0359,80.9,59.4,15.82
J151720.39+070953.5,0.0376,123.3,92.0,16.32
J151720.82+503309.7,0.0752,16.8,24.0,15.95
J151721.83+503302.4,0.0739,16.8,24.0,16.19
J151807.01+064323.3,0.0472,80.5,74.8,15.72
J151809.47+064434.9,0.0474,80.5,74.8,15.4
J151826.25+051309.2,0.0378,103.1,77.2,14.73
J151829.08+051443.1,0.0377,103.1,77.2,15.61
J151833.64+113652.2,0.0861,27.1,43.4,16.65
J151835.43+113654.9,0.0855,27.1,43.4,17.5
J151906.79+010242.4,0.0526,78.6,80.6,14.79
J151909.75+010347.2,0.0529,78.6,80.6,15.89
J151923.71+003459.8,0.1551,8.9,23.9,17.72
J151924.21+003455.1,0.1554,8.9,23.9,17.19
J151930.41+324620.2,0.1156,18.5,38.7,17.0
J151930.77+324602.5,0.1148,18.5,38.7,16.74
J151941.50+544933.3,0.1161,4.6,9.5,17.64
J151941.52+544928.8,0.1148,4.6,9.5,17.46
J152024.54+325134.6,0.062,59.6,71.4,14.73
J152026.66+325044.2,0.0621,59.6,71.4,15.13
J152041.34+490623.6,0.0383,123.4,93.8,14.1
J152042.74+332450.8,0.0809,15.9,24.3,16.75
J152043.78+332448.2,0.0805,15.9,24.3,16.3
J152047.84+490739.2,0.0382,123.4,93.8,14.85
J152054.94+084043.1,0.0748,62.6,88.8,16.96
J152057.78+083957.3,0.0743,62.6,88.8,16.09
J152124.31+000650.9,0.0762,10.7,15.5,16.08
J152124.37+000701.5,0.0761,10.7,15.5,16.5
J152131.56+074425.8,0.0425,72.6,63.0,14.94
J152132.87+111831.8,0.1275,2.7,6.2,17.97
J152133.04+111832.9,0.1274,2.7,6.2,17.64
J152136.39+074420.7,0.0441,72.6,63.0,15.72
J152210.73+331354.0,0.0817,18.4,28.1,17.56
J152211.95+331354.5,0.0814,18.4,28.1,17.38
J152224.96+023403.4,0.0837,23.1,35.7,16.11
J152226.41+023355.6,0.0821,23.1,35.7,16.6
J152233.71+292759.7,0.0747,24.4,34.5,16.96
J152234.35+292737.3,0.0744,24.4,34.5,16.91
J152305.03+111441.8,0.0549,49.9,53.2,14.22
J152307.80+111509.3,0.0545,49.9,53.2,15.88
J152351.61+335212.7,0.0796,5.5,8.3,17.26
J152351.72+335207.4,0.0792,5.5,8.3,16.96
J152356.41+204538.3,0.0406,110.9,92.1,15.47
J152402.82+301440.5,0.0621,8.6,10.4,16.25
J152403.11+301448.0,0.0625,8.6,10.4,17.06
J152403.42+204613.8,0.0421,110.9,92.1,16.52
J152433.36+274311.6,0.0681,62.2,80.2,15.59
J152435.84+274221.7,0.0674,62.2,80.2,17.18
J152448.13+314208.0,0.0808,42.6,64.9,16.12
J152450.14+314137.9,0.0819,42.6,64.9,15.95
J152512.43-014840.1,0.0277,65.4,36.4,15.08
J152516.39-014907.6,0.0271,65.4,36.4,14.64
J152624.50+295459.4,0.0825,46.7,72.6,17.16
J152625.65+314711.7,0.0761,66.0,95.0,15.81
J152626.61+314816.1,0.0759,66.0,95.0,17.54
J152627.53+295448.4,0.0828,46.7,72.6,16.38
J152706.83+340407.4,0.0908,24.5,41.4,15.83
J152708.29+340356.6,0.0904,24.5,41.4,16.86
J152746.19+045253.4,0.0418,99.6,82.6,14.59
J152749.18+045124.4,0.042,99.6,82.6,14.46
J152813.29+165435.3,0.1273,39.5,90.3,14.7
J152813.74+035539.1,0.0375,117.9,88.6,15.62
J152814.49+311456.1,0.0779,4.7,6.9,16.06
J152814.51+311451.4,0.0777,4.7,6.9,17.54
J152815.88+165442.0,0.128,39.5,90.3,17.7
J152816.52-021232.7,0.1061,23.1,44.8,17.58
J152817.33-021213.1,0.1056,23.1,44.8,17.83
J152818.94+035707.6,0.0379,117.9,88.6,16.59
J152826.45+223710.0,0.1218,20.3,44.9,17.27
J152826.67+223730.0,0.1233,20.3,44.9,17.37
J152839.21+303721.0,0.0669,64.8,83.0,15.8
J152842.60+303801.0,0.0673,64.8,83.0,16.78
J152943.14+095023.9,0.0785,43.0,64.4,17.55
J152943.84+094942.2,0.0792,43.0,64.4,16.84
J153131.38+291950.9,0.0659,55.0,69.2,15.55
J153134.53+291922.7,0.0655,55.0,69.2,16.98
J153156.59+092634.2,0.0335,111.1,73.5,16.44
J153202.23+301628.9,0.0653,48.2,61.3,15.47
J153203.82+092658.6,0.0332,111.1,73.5,14.79
J153204.19+301550.6,0.0662,48.2,61.3,16.64
J153244.74+280347.3,0.073,60.2,83.6,16.56
J153245.90+280444.9,0.071,60.2,83.6,17.48
J153305.60+272911.3,0.0718,67.1,91.9,14.7
J153310.03+272920.3,0.0719,67.1,91.9,15.88
J153324.15+004537.6,0.0947,12.3,21.6,16.88
J153324.35+004525.7,0.0948,12.3,21.6,17.03
J153334.20+304306.4,0.0673,4.7,6.1,16.0
J153334.43+304303.3,0.0672,4.7,6.1,16.12
J153427.62+250917.4,0.0351,85.5,59.2,15.9
J153430.96+251026.6,0.0348,85.5,59.2,15.27
J153537.94+065204.8,0.0737,60.1,84.2,16.45
J153541.63+065141.3,0.0737,60.1,84.2,17.08
J153546.20+252045.2,0.0338,111.1,74.8,15.13
J153553.52+252028.1,0.0345,111.1,74.8,14.01
J153617.48+281851.6,0.074,28.8,40.5,16.11
J153619.31+281900.6,0.0745,28.8,40.5,16.17
J153719.33+304253.1,0.0563,66.5,72.7,16.38
J153720.59+304149.4,0.0557,66.5,72.7,16.44
J153902.27+284018.6,0.064,17.5,21.6,16.96
J153903.22+284028.7,0.0631,17.5,21.6,16.69
J153911.40+530754.2,0.1224,4.8,10.5,16.17
J153911.72+530754.1,0.1225,4.8,10.5,16.54
J153936.47+460150.4,0.0387,132.6,99.3,14.92
J153945.20+460130.0,0.0378,132.6,99.3,14.5
J154021.47+155752.3,0.0496,12.1,12.0,15.61
J154022.27+155753.0,0.0508,12.1,12.0,14.68
J154031.79+072728.7,0.0376,129.0,96.2,15.12
J154038.86+072615.4,0.0376,129.0,96.2,14.96
J154124.54+271435.9,0.0929,32.2,55.7,16.88
J154124.59+271508.2,0.0938,32.2,55.7,16.92
J154143.80+082917.4,0.0991,47.1,86.8,16.47
J154146.94+082917.0,0.0999,47.1,86.8,17.68
J154312.19+172814.0,0.049,86.9,83.3,16.22
J154316.01+172919.2,0.0497,86.9,83.3,15.68
J154319.61+145135.3,0.1316,31.0,72.6,17.8
J154321.61+145143.2,0.1324,31.0,72.6,17.23
J154332.79+033935.7,0.1103,37.5,74.9,16.57
J154334.71+033959.8,0.1094,37.5,74.9,17.8
J154403.45+044607.5,0.042,4.1,3.4,17.82
J154403.67+044610.1,0.0416,4.1,3.4,14.21
J154509.62+263022.0,0.0321,136.0,87.1,13.99
J154517.90+262926.5,0.0325,136.0,87.1,14.7
J154538.60+150308.9,0.0793,11.3,17.0,16.88
J154538.87+150258.3,0.0809,11.3,17.0,15.89
J154617.57+085803.8,0.0453,111.4,98.5,15.79
J154618.83+085953.6,0.0449,111.4,98.5,16.04
J154656.60+074314.1,0.0876,58.2,95.8,14.7
J154659.67+143739.6,0.0968,3.5,6.3,16.25
J154659.69+143736.1,0.0959,3.5,6.3,16.64
J154700.29+074332.2,0.0881,58.2,95.8,16.66
J154708.02+084717.7,0.0381,68.9,52.0,14.67
J154709.52+334724.6,0.0545,91.2,96.7,17.33
J154710.25+084617.6,0.0385,68.9,52.0,15.72
J154713.74+334830.3,0.0546,91.2,96.7,15.52
J154715.20+054337.3,0.1167,13.0,27.5,16.43
J154715.98+054331.7,0.1173,13.0,27.5,17.43
J154746.84+115014.9,0.0355,63.8,45.0,14.67
J154751.08+115019.3,0.0351,63.8,45.0,16.49
J154828.43+424205.3,0.0335,102.9,72.1,15.05
J154831.97+062828.6,0.0509,88.7,88.2,15.38
J154834.45+062949.1,0.051,88.7,88.2,17.32
J154835.17+424146.7,0.0352,102.9,72.1,16.09
J155038.75+153052.8,0.0415,62.2,51.0,15.75
J155040.38+152955.5,0.0414,62.2,51.0,17.02
J155108.10+525830.3,0.0476,65.1,61.3,16.08
J155108.55+525725.5,0.0481,65.1,61.3,17.6
J155204.38+042957.0,0.0808,62.8,95.7,17.86
J155205.56+043057.2,0.08,62.8,95.7,15.01
J155214.38+102130.9,0.0722,62.3,85.8,16.0
J155217.95+102059.1,0.071,62.3,85.8,15.93
J155327.84+171824.6,0.0582,66.5,75.6,15.64
J155332.18+171810.9,0.0587,66.5,75.6,16.02
J155351.09+293255.3,0.0765,35.2,51.0,16.8
J155353.03+293235.5,0.0768,35.2,51.0,16.62
J155548.02+242911.9,0.0705,21.4,28.8,16.91
J155549.45+242911.5,0.0705,21.4,28.8,16.76
J155655.79+183831.0,0.0608,50.5,59.8,15.06
J155659.12+183838.1,0.0613,50.5,59.8,14.75
J155747.77+161656.3,0.0354,104.1,73.3,14.67
J155749.62+161836.7,0.037,104.1,73.3,13.11
J155822.76+180357.5,0.0402,109.3,90.5,16.56
J155826.40+180222.7,0.042,109.3,90.5,14.56
J155842.98-002655.5,0.0516,70.0,70.5,15.46
J155847.63-002701.2,0.0515,70.0,70.5,16.18
J155849.30+145809.1,0.0354,84.6,59.5,14.7
J155854.11+145853.4,0.0354,84.6,59.5,14.54
J155858.08+275914.8,0.0522,39.2,39.9,16.07
J155900.65+275907.4,0.0514,39.2,39.9,16.08
J155930.15+170512.0,0.1572,7.7,21.0,16.63
J155930.41+170518.6,0.1553,7.7,21.0,17.55
J155957.11+412840.0,0.0333,96.7,64.1,14.31
J155957.28+231640.4,0.046,89.6,80.9,15.55
J155959.91+231800.8,0.0453,89.6,80.9,16.9
J160003.55+412845.4,0.0335,96.7,64.1,14.2
J160010.68+273618.5,0.033,98.6,63.0,15.95
J160017.09+273556.7,0.032,98.6,63.0,15.27
J160042.95+150812.0,0.034,138.5,93.8,16.3
J160051.49+150904.6,0.034,138.5,93.8,14.37
J160128.75+224851.8,0.0508,66.6,66.1,17.26
J160129.06+224745.4,0.0509,66.6,66.1,14.46
J160221.61+430317.7,0.0716,60.3,82.8,14.7
J160224.92+430243.5,0.0721,60.3,82.8,16.49
J160253.12+223533.0,0.0874,31.2,51.0,17.38
J160254.61+223511.2,0.0878,31.2,51.0,17.3
J160256.83+214321.2,0.0341,136.4,93.2,17.25
J160303.64+214150.9,0.0343,136.4,93.2,15.56
J160352.86+145647.2,0.0361,58.7,42.1,14.47
J160355.89+145724.4,0.0363,58.7,42.1,14.89
J160401.37+000753.3,0.0592,59.4,69.3,16.35
J160404.06+000709.7,0.0604,59.4,69.3,17.06
J160420.92+225253.9,0.0878,41.4,68.0,17.49
J160421.60+225213.8,0.0872,41.4,68.0,16.69
J160500.58+082537.7,0.1021,35.0,65.8,16.23
J160501.37+174632.5,0.033,117.3,78.1,14.2
J160502.91+082535.0,0.1025,35.0,65.8,16.4
J160505.16+452634.8,0.0433,114.7,97.9,14.37
J160507.89+174527.6,0.0334,117.3,78.1,13.87
J160512.39+452711.9,0.0435,114.7,97.9,16.25
J160526.61+175435.6,0.041,79.6,64.5,14.73
J160527.62+174858.4,0.0335,48.6,32.4,17.09
J160527.91+174946.7,0.0337,48.6,32.4,16.52
J160529.43+175543.0,0.04,79.6,64.5,15.09
J160544.23+172143.8,0.035,105.4,73.5,14.21
J160550.75+172222.8,0.0364,105.4,73.5,16.02
J160556.91-001355.0,0.0483,95.9,90.2,16.26
J160600.77-001238.5,0.048,95.9,90.2,17.47
J160614.84+181058.4,0.0394,47.2,36.8,14.37
J160616.12+181015.3,0.0395,47.2,36.8,15.78
J160622.82+194640.7,0.0391,124.2,97.1,14.12
J160628.37+331950.7,0.0595,29.1,33.7,17.11
J160628.63+194512.2,0.0395,124.2,97.1,15.9
J160630.12+331938.0,0.06,29.1,33.7,15.91
J160632.20+174249.9,0.0403,84.7,67.6,14.29
J160632.99+532632.2,0.0878,56.6,92.9,16.52
J160633.02+532535.6,0.0872,56.6,92.9,16.93
J160633.13+174632.3,0.0379,86.6,63.2,14.89
J160635.89+174145.8,0.0396,84.7,67.6,15.79
J160638.60+174659.8,0.0368,86.6,63.2,14.99
J160639.35+174540.3,0.039,106.8,82.6,13.98
J160703.75+052441.6,0.0646,44.5,55.3,17.02
J160705.21+052520.3,0.0632,44.5,55.3,15.82
J160709.88+183828.6,0.0388,96.5,74.2,14.05
J160710.49+184004.7,0.0399,96.5,74.2,16.0
J160715.79+184140.8,0.0385,124.7,95.1,15.9
J160737.24+450355.2,0.0441,7.6,6.6,17.54
J160737.74+450355.2,0.0442,7.6,6.6,14.5
J160746.29+253112.2,0.0398,63.1,49.7,17.8
J160746.72+253215.0,0.0407,63.1,49.7,16.47
J160828.43+184633.0,0.0388,30.3,23.3,15.49
J160830.45+184630.8,0.0381,30.3,23.3,17.26
J160925.69+181257.6,0.0371,55.8,41.0,15.88
J160929.41+181259.4,0.0361,55.8,41.0,17.05
J160933.21+283058.1,0.1704,3.0,8.8,17.77
J160933.41+283058.4,0.1696,3.0,8.8,17.25
J160951.81+254111.7,0.0416,93.6,76.9,14.16
J160952.68+253938.9,0.0411,93.6,76.9,15.07
J161008.83+004610.9,0.0419,70.2,58.1,15.35
J161012.08+004701.4,0.0433,70.2,58.1,14.57
J161034.86+044516.8,0.04,120.3,95.3,14.41
J161039.90+044650.5,0.0403,120.3,95.3,14.7
J161146.15+312428.3,0.0936,24.6,43.1,17.67
J161146.85+312450.6,0.0943,24.6,43.1,15.97
J161259.73+295750.1,0.0625,78.8,94.9,16.85
J161304.34+295712.4,0.0615,78.8,94.9,15.73
J161308.29+205349.0,0.0546,41.1,43.3,14.7
J161311.02+205344.4,0.0541,41.1,43.3,15.02
J161411.59+060903.7,0.0393,88.9,69.3,14.81
J161417.16+060934.0,0.0395,88.9,69.3,14.73
J161504.48+251439.8,0.0938,34.9,60.7,17.24
J161505.81+251508.4,0.0939,34.9,60.7,17.07
J161512.13+210811.2,0.0552,28.3,30.3,15.76
J161513.92+210802.0,0.0546,28.3,30.3,15.37
J161527.66+272853.0,0.1328,32.4,76.5,17.48
J161528.47+272923.0,0.1329,32.4,76.5,17.16
J161546.79+133900.6,0.0951,56.4,99.5,16.94
J161547.45+371712.8,0.0672,33.6,42.7,15.97
J161547.90+383354.6,0.0337,58.6,39.4,16.7
J161547.93+383453.2,0.0342,58.6,39.4,14.62
J161548.00+371745.4,0.0662,33.6,42.7,15.86
J161549.42+133820.3,0.0939,56.4,99.5,15.59
J161555.23+151747.4,0.031,53.5,33.1,18.26
J161558.72+151758.3,0.0306,53.5,33.1,16.85
J161635.24+183934.9,0.0739,30.2,42.4,16.9
J161636.30+183909.2,0.0737,30.2,42.4,16.88
J161641.17+260703.2,0.0424,110.3,92.2,15.3
J161647.97+260744.9,0.042,110.3,92.2,16.67
J161708.89+222623.9,0.0655,4.2,5.3,17.3
J161708.96+222628.0,0.0658,4.2,5.3,16.48
J161725.63+350808.6,0.031,149.4,96.2,13.74
J161735.59+350802.8,0.0323,149.4,96.2,14.53
J161750.59+400831.4,0.0779,8.5,12.5,17.51
J161750.97+400837.6,0.0781,8.5,12.5,19.65
J161755.30+353721.0,0.071,44.3,59.9,16.16
J161756.27+353802.8,0.0703,44.3,59.9,15.79
J161800.75+252335.1,0.1127,20.4,41.7,16.18
J161801.66+252350.3,0.1116,20.4,41.7,16.2
J161814.05+124720.1,0.0506,19.4,19.2,15.26
J161814.81+124735.8,0.0498,19.4,19.2,15.86
J161815.45+150558.1,0.0713,60.2,80.8,15.54
J161818.23+150641.5,0.0703,60.2,80.8,17.45
J161821.99+423405.1,0.0593,74.2,85.1,15.26
J161825.96+423320.8,0.059,74.2,85.1,16.11
J162027.56+362140.2,0.03,138.5,83.3,16.82
J162036.73+362156.6,0.0305,138.5,83.3,16.75
J162055.18+260525.8,0.0963,29.4,52.9,16.1
J162055.72+260554.1,0.0971,29.4,52.9,17.48
J162104.22+212025.9,0.0319,142.9,91.3,14.19
J162104.86+005240.9,0.0483,70.1,65.5,16.03
J162105.04+005350.9,0.0477,70.1,65.5,15.17
J162111.10+211847.1,0.032,142.9,91.3,16.37
J162156.50+254110.9,0.1009,20.4,38.0,17.42
J162157.06+254129.5,0.0995,20.4,38.0,16.88
J162220.61+143908.1,0.0667,28.2,36.1,16.4
J162220.77+143936.3,0.0666,28.2,36.1,17.2
J162256.49+375858.3,0.0322,130.6,83.9,15.02
J162259.68+375656.7,0.032,130.6,83.9,13.96
J162322.27+245106.4,0.0676,54.8,70.8,16.03
J162325.91+245111.5,0.0676,54.8,70.8,14.7
J162329.37+085010.4,0.0492,92.6,89.2,17.13
J162331.72+304114.1,0.0565,90.0,97.2,15.07
J162333.73+304239.0,0.0556,90.0,97.2,16.27
J162334.29+085106.5,0.0485,92.6,89.2,16.22
J162359.80+250703.8,0.0676,51.0,66.0,17.6
J162403.20+250704.2,0.0675,51.0,66.0,16.62
J162502.41+115952.7,0.1071,19.0,37.2,18.02
J162502.91+120010.2,0.1071,19.0,37.2,16.87
J162628.06+240137.3,0.0653,10.8,13.5,17.41
J162628.71+240132.6,0.0648,10.8,13.5,14.96
J162630.96+255340.5,0.05,56.8,54.8,15.13
J162633.36+255256.6,0.0494,56.8,54.8,15.12
J162640.93+142243.6,0.0479,54.1,51.3,16.26
J162644.51+142250.7,0.0484,54.1,51.3,15.07
J162718.30+213654.2,0.0343,131.0,89.6,17.12
J162719.87+213903.1,0.0345,131.0,89.6,14.2
J162735.12+463941.8,0.1139,19.1,39.4,18.39
J162736.29+463934.5,0.1122,19.1,39.4,16.51
J162802.29+141248.1,0.0505,40.0,39.4,15.15
J162804.85+141236.9,0.0504,40.0,39.4,16.64
J162808.02+421659.6,0.0455,87.6,78.4,14.68
J162811.65+421550.9,0.0464,87.6,78.4,16.81
J162852.06+424843.2,0.0316,111.3,70.2,14.06
J162858.40+424941.3,0.0317,111.3,70.2,15.22
J162906.60+114231.2,0.052,60.9,61.7,16.7
J162907.29+114331.2,0.0517,60.9,61.7,16.85
J162908.94+114447.8,0.0506,80.6,79.7,14.51
J163102.72+394733.0,0.0289,165.8,96.0,13.48
J163103.41+395018.5,0.0305,165.8,96.0,13.97
J163125.95+200957.2,0.1042,10.7,20.6,17.28
J163126.22+201007.1,0.1048,10.7,20.6,17.2
J163138.42+334849.6,0.0723,9.3,12.9,16.13
J163138.52+334840.4,0.0726,9.3,12.9,17.17
J163215.06+224835.5,0.0381,94.0,68.5,15.48
J163217.16+224706.9,0.0367,94.0,68.5,16.82
J163300.85+114510.1,0.0517,70.9,71.6,16.14
J163304.69+114431.3,0.0543,61.9,65.4,16.24
J163305.33+114532.4,0.0533,61.9,65.4,15.99
J163339.16+391527.5,0.0315,158.2,99.5,15.06
J163349.62+391547.5,0.0318,158.2,99.5,13.8
J163453.79+284139.0,0.0751,30.8,43.6,16.68
J163454.18+284108.8,0.0744,30.8,43.6,16.85
J163513.79+262447.5,0.0711,60.7,81.4,16.82
J163515.71+262540.9,0.0702,60.7,81.4,16.14
J163654.31+362524.4,0.0311,141.1,88.7,13.84
J163700.38+362712.3,0.0314,141.1,88.7,15.03
J163844.46+121927.4,0.0635,59.7,72.7,16.69
J163847.37+121846.7,0.0633,59.7,72.7,14.98
J164000.99+300851.2,0.0557,23.2,25.1,17.29
J164002.50+300846.5,0.0556,23.2,25.1,16.25
J164116.76+132330.4,0.0506,45.0,44.5,13.99
J164119.75+132327.6,0.0492,45.0,44.5,16.69
J164507.91+205759.5,0.13,4.4,10.1,17.1
J164508.04+205755.6,0.1309,4.4,10.1,17.44
J164551.99+241903.0,0.056,48.9,53.7,16.08
J164555.25+241902.0,0.0566,48.9,53.7,15.11
J164658.38+241132.7,0.0868,2.1,3.4,16.78
J164658.48+241134.1,0.0873,2.1,3.4,19.33
J164706.49+251609.6,0.062,41.9,50.1,16.4
J164709.06+251626.1,0.0621,41.9,50.1,17.35
J164839.87+300113.7,0.0825,1.9,3.0,18.59
J164839.92+300111.9,0.0824,1.9,3.0,15.28
J165222.67+304239.7,0.0364,109.8,79.4,14.14
J165229.58+304316.2,0.0363,109.8,79.4,14.88
J165438.38+312233.8,0.099,53.1,97.6,16.7
J165438.87+312326.5,0.0995,53.1,97.6,17.3
J165525.91+251522.4,0.0471,99.3,91.6,14.87
J165527.86+251347.5,0.047,99.3,91.6,15.38
J165748.44+393241.3,0.065,73.2,91.4,16.41
J165749.06+393128.7,0.0641,73.2,91.4,16.4
J170021.43+230743.3,0.0575,75.9,84.6,15.69
J170024.36+382106.3,0.0358,10.9,7.8,16.53
J170024.76+382115.5,0.0351,10.9,7.8,15.51
J170025.50+230658.0,0.0569,75.9,84.6,15.97
J170121.30+201517.5,0.0359,119.5,85.3,16.06
J170129.08+201451.8,0.0361,119.5,85.3,15.69
J170147.66+282551.2,0.0357,119.4,84.8,14.9
J170154.97+282503.9,0.0358,119.4,84.8,13.84
J170257.32+334527.4,0.0983,40.8,74.2,17.5
J170259.87+334541.8,0.0985,40.8,74.2,17.4
J170308.57+331201.6,0.0879,39.9,65.0,16.77
J170310.78+331223.7,0.087,39.9,65.0,16.74
J170341.28+245138.1,0.0631,3.4,4.1,19.21
J170341.47+245139.9,0.0629,3.4,4.1,16.18
J170349.52+241146.4,0.03,150.3,93.1,16.42
J170353.21+250418.6,0.0382,102.7,77.8,15.43
J170358.50+241039.6,0.031,150.3,93.1,13.37
J170359.85+250443.8,0.0389,102.7,77.8,14.52
J170402.09+335327.2,0.037,112.6,82.8,15.4
J170403.15+335518.6,0.0372,112.6,82.8,15.32
J170437.27+603512.4,0.0974,8.8,15.8,17.06
J170437.70+603506.5,0.0969,8.8,15.8,16.47
J170525.99+221617.9,0.0484,51.2,49.6,15.32
J170529.33+221607.6,0.0496,51.2,49.6,14.0
J170650.03+220252.2,0.1812,7.3,22.4,18.49
J170650.45+220248.3,0.1813,7.3,22.4,17.48
J171309.43+313455.3,0.0296,7.8,4.6,15.09
J171309.92+313452.3,0.0294,7.8,4.6,19.87
J171458.25+290818.6,0.0449,78.6,69.4,15.89
J171458.47+290937.1,0.0451,78.6,69.4,14.93
J172043.95+284229.5,0.0471,68.0,62.8,15.76
J172047.82+284304.8,0.0476,68.0,62.8,15.09
J172652.70+621733.1,0.0858,57.0,91.6,16.64
J172655.22+621650.4,0.0852,57.0,91.6,16.92
J172750.45+600449.2,0.0276,68.4,38.2,15.89
J172752.52+600550.1,0.0278,68.4,38.2,14.02
J173159.22+595818.0,0.0291,67.3,39.3,15.2
J173202.97+595854.9,0.0291,67.3,39.3,17.16
J204940.21+004027.7,0.1058,38.8,75.5,17.52
J204941.09+004104.2,0.1063,38.8,75.5,17.65
J205342.11-000939.1,0.0787,58.0,86.2,16.04
J205345.89-000951.8,0.0782,58.0,86.2,14.7
J205453.76+010816.1,0.156,14.0,38.0,19.36
J205454.68+010818.0,0.1575,14.0,38.0,16.25
J205912.27-003736.9,0.1895,22.7,71.9,18.73
J205913.69-003728.9,0.1895,22.7,71.9,17.77
J210307.94+005825.1,0.0733,57.4,80.1,18.24
J210311.75+005831.2,0.0734,57.4,80.1,15.65
J210357.14+002728.5,0.0515,19.3,19.4,17.26
J210358.34+002721.9,0.0516,19.3,19.4,15.88
J211118.78+002134.1,0.0699,36.4,48.6,17.16
J211121.17+002128.0,0.0699,36.4,48.6,16.52
J211247.78-010232.9,0.0609,9.5,11.2,16.29
J211247.81-010242.4,0.06,9.5,11.2,16.87
J211311.99-000836.7,0.032,128.2,84.2,14.97
J211318.76-000955.0,0.0329,128.2,84.2,14.77
J211702.44-064507.3,0.0298,120.6,71.9,14.73
J211706.99-064327.9,0.0292,120.6,71.9,13.72
J211936.44+004215.2,0.0347,25.7,17.5,14.29
J211938.09+004208.6,0.0343,25.7,17.5,16.74
J212858.26+112159.4,0.0292,60.4,34.5,14.46
J212859.44+112257.1,0.0285,60.4,34.5,14.3
J214156.66+003649.9,0.0903,24.5,41.2,15.83
J214158.21+003657.7,0.0903,24.5,41.2,17.99
J214530.13+114403.8,0.1124,4.0,8.1,18.03
J214530.40+114403.7,0.1122,4.0,8.1,17.87
J214622.41+000452.1,0.0754,13.1,18.7,17.17
J214623.23+000456.7,0.075,13.1,18.7,16.65
J215024.70-005242.9,0.1108,14.5,29.2,17.9
J215025.60-005237.7,0.1112,14.5,29.2,18.88
J215040.33+005513.1,0.0279,42.8,24.3,16.05
J215042.35+005442.9,0.0283,42.8,24.3,14.24
J215107.78+104739.0,0.0604,86.0,98.5,16.56
J215113.51+104741.9,0.0592,86.0,98.5,15.28
J215221.52-005317.8,0.1394,10.0,24.5,17.51
J215221.85-005309.2,0.1395,10.0,24.5,18.5
J215834.67+000701.1,0.1567,9.7,26.3,17.87
J215834.92+000652.1,0.1563,9.7,26.3,17.97
J215850.57-073939.1,0.0998,10.4,19.2,16.98
J215851.27-073938.7,0.0991,10.4,19.2,16.08
J215945.57-002712.0,0.1273,38.0,86.6,17.34
