index,cntr_01,dist_x,pang_x,ra_01,dec_01,designation,ra,dec,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,nb,na,w1sat,w2sat,w3sat,w4sat,pmra,sigpmra,pmdec,sigpmdec,cc_flags,ext_flg,var_flg,ph_qual,moon_lev,w1nm,w1m,w2nm,w2m,w3nm,w3m,w4nm,w4m
79,80,0.018235,-111.894944,18.01925,-0.24511111111,J011204.61-001442.4,18.0192453,-0.245113,0.0459,0.0448,0.0042,12.738,0.025,43.9,13.29,12.715,0.026,41.8,2.711,11.55,0.238,4.6,0.744,8.675,,0.5,0.8196,1,0,0.0,0.0,0.0,0.0,-165,67,-100,69,0000,5,00nn,AABU,0000,26,26,26,26,1,13,0,13
80,81,2.198085,174.181453,18.936875,0.23333333333,J011544.86+001357.8,18.9369369,0.2327259,0.0631,0.1134,-0.0223,13.313,0.053,20.6,2.066,13.072,0.059,18.5,1.029,10.116,0.098,11.1,1.08,7.604,0.336,3.2,0.9951,2,1,0.0,0.0,0.0,0.0,,,,,0000,4,nnnn,AAAB,0000,21,21,21,21,9,10,0,10
81,82,1.587938,-15.871706,18.938458333,0.24572222222,J011545.20+001446.1,18.9383377,0.2461465,0.0793,0.1081,-0.059,13.968,0.055,19.9,1.194,13.797,0.061,17.9,0.942,11.498,0.31,3.5,0.9557,8.151,,-0.1,1.007,2,1,0.0,0.0,0.0,0.0,147,118,8,126,0000,4,nnnn,AABU,0000,22,22,21,22,1,10,0,10
82,83,0.311412,-139.829895,19.635375,-0.175,J011832.47-001030.2,19.6353192,-0.1750661,0.0626,0.064,-0.0078,14.332,0.029,37.4,1.119,14.111,0.045,24.3,0.8967,10.145,0.067,16.1,1.125,8.422,0.332,3.3,0.9563,1,0,0.0,0.0,0.0,0.0,57,319,-326,241,0000,0,000n,AAAB,0000,26,26,26,26,12,12,1,12
83,84,0.039581,154.889667,19.637208333,1.1585555556,J011832.93+010930.7,19.637213,1.1585456,0.0393,0.037,0.0075,11.902,0.022,49.8,14.54,11.932,0.021,51.3,3.94,10.765,0.104,10.5,0.9769,8.462,,1.4,0.9105,1,0,0.0,0.0,0.0,0.0,24,38,-79,36,0000,5,000n,AAAU,0000,27,27,27,27,9,16,0,16
84,85,0.429464,117.827729,19.643625,-0.16036111111,J011834.49-000937.5,19.6437305,-0.1604168,0.044,0.0435,0.0063,12.849,0.024,45.3,6.262,12.738,0.026,42.1,1.797,10.197,0.069,15.8,0.9695,8.217,0.286,3.8,1.027,1,0,0.0,0.0,0.0,0.0,22,103,16,85,0000,1,011n,AAAB,0000,26,26,26,26,13,13,0,13
85,86,0.077561,-46.895682,19.649583333,1.1555277778,J011835.89+010919.9,19.6495676,1.1555425,0.0626,0.0621,-0.0128,14.178,0.028,38.5,1.27,14.143,0.043,25.1,0.9197,12.04,,1.3,0.8668,8.844,,0.4,1.064,1,0,0.0,0.0,0.0,0.0,-83,91,-3,92,0000,0,00nn,AAUU,0000,28,28,28,28,0,15,0,15
86,87,,,20.371958333,0.62572222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,88,0.183122,-19.961698,20.372166667,0.62463888889,J012129.31+003728.8,20.3721493,0.6246867,0.0586,0.0584,-0.0085,14.109,0.027,40.0,1.91,13.955,0.04,27.0,1.02,10.921,0.113,9.6,1.033,8.221,,1.9,0.858,1,0,0.0,0.0,0.0,0.0,-86,87,148,92,0000,0,00nn,AABU,0000,29,29,29,29,5,15,1,15
88,89,0.147419,49.999595,20.477208333,-10.137722222,J012154.53-100815.7,20.4772402,-10.1376959,0.0507,0.0497,-0.0035,13.666,0.025,42.9,1.772,13.203,0.032,34.4,1.023,10.001,0.058,18.8,0.829,7.425,0.273,4.0,0.9364,1,0,0.0,0.0,0.0,0.0,-14,224,-137,172,0000,0,110n,AAAB,0111,24,24,24,24,13,13,1,3
89,90,0.154729,105.85792,20.481625,-10.136555556,J012155.60-100811.6,20.481667,-10.1365673,0.052,0.05,-0.0036,13.591,0.025,43.1,3.317,13.407,0.031,34.9,1.243,11.496,0.19,5.7,1.18,8.355,0.395,2.7,0.8972,2,0,0.0,0.0,0.0,0.0,-89,111,-171,108,0000,5,11nn,AABC,0111,24,24,24,24,3,13,0,13
90,91,2.416282,112.69954,21.550375,-0.024138888889,J012612.23-000127.8,21.5509942,-0.0243979,0.054,0.0528,-0.0077,13.885,0.026,41.7,3.908,13.608,0.033,32.5,1.311,11.427,0.178,6.1,0.9981,8.493,,1.3,1.006,1,0,0.0,0.0,0.0,0.0,402,69,-331,69,0000,5,11nn,AABU,1100,31,31,31,31,1,19,0,19
91,92,1.750924,-60.29814,21.551416667,-0.024638888889,J012612.23-000127.8,21.5509942,-0.0243979,0.054,0.0528,-0.0077,13.885,0.026,41.7,3.908,13.608,0.033,32.5,1.311,11.427,0.178,6.1,0.9981,8.493,,1.3,1.006,1,0,0.0,0.0,0.0,0.0,402,69,-331,69,0000,5,11nn,AABU,1100,31,31,31,31,1,19,0,19
92,93,0.376945,40.253999,24.273916667,-9.1603611111,J013705.75-090937.0,24.2739852,-9.1602812,0.0529,0.0532,-0.0053,13.664,0.025,42.6,1.888,13.568,0.036,30.3,0.894,12.337,0.4,2.7,0.8764,8.932,,-1.9,0.8877,1,0,0.0,0.0,0.0,0.0,70,64,43,66,0hd0,0,00nn,AACU,0000,29,29,30,30,0,17,0,17
93,94,0.142467,-1.763184,24.278958333,-9.1493055556,J013706.94-090857.3,24.2789571,-9.149266,0.0297,0.0298,0.005,10.706,0.023,47.9,3.544,9.541,0.02,53.7,2.062,6.283,0.016,69.1,2.357,3.722,0.019,58.2,0.9227,1,0,0.0,0.0,0.0,0.0,13,27,-24,27,0000,5,0000,AAAA,0000,30,30,30,30,17,17,17,17
94,95,0.111874,-109.465039,24.701375,-0.039194444444,J013848.32-000221.1,24.7013457,-0.0392048,0.0404,0.0413,-0.0048,13.456,0.025,43.1,1.341,12.964,0.028,38.2,0.9167,8.376,0.023,47.9,0.9686,5.303,0.036,30.5,0.8197,1,0,0.0,0.0,0.0,0.0,-51,55,21,57,0000,0,0110,AAAA,1100,26,26,26,26,13,13,13,13
95,96,0.549145,-64.256196,24.701875,-0.048805555556,J013848.41-000255.4,24.7017376,-0.0487393,0.0766,0.0692,0.0272,14.394,0.037,29.6,1.189,13.788,0.044,24.9,0.8333,10.373,0.085,12.7,0.9892,7.36,0.179,6.1,1.095,2,1,0.0,0.0,0.0,0.0,-58,121,-268,126,0000,0,nnnn,AAAB,1100,24,24,24,24,11,13,0,13
98,99,2.804862,153.786758,28.13725,-0.96275,J015233.02-005748.4,28.1375942,-0.963449,0.0735,0.1188,-0.0151,14.014,0.051,21.3,1.821,13.784,0.06,18.2,1.035,11.234,0.199,5.4,0.8877,8.692,,0.0,0.9242,2,1,0.0,0.0,0.0,0.0,,,,,0000,4,nnnn,AABU,1200,32,32,32,32,0,21,0,21
99,100,0.971476,-18.469076,28.13775,-0.96230555556,J015233.03-005743.3,28.1376645,-0.9620496,0.0542,0.0732,0.0086,13.442,0.036,30.4,1.821,13.248,0.042,25.9,1.035,10.127,0.075,14.4,0.8877,8.019,0.296,3.7,0.9242,2,1,0.0,0.0,0.0,0.0,73,51,-88,60,0000,4,nnnn,AAAB,1200,32,32,32,32,18,21,2,21
100,101,0.039023,78.290173,28.147291667,-8.5435,J015235.35-083236.5,28.1473024,-8.5434978,0.0522,0.0508,-0.0073,13.606,0.026,41.7,1.73,13.457,0.031,34.6,1.019,10.696,0.097,11.2,0.8725,8.073,0.257,4.2,1.001,1,0,0.0,0.0,0.0,0.0,152,94,-67,111,0000,0,110n,AAAB,0100,28,28,28,28,13,16,1,16
101,102,0.060991,-6.816542,28.149958333,-8.5274722222,J015235.98-083138.8,28.1499563,-8.5274554,0.0425,0.0409,0.0082,12.347,0.024,45.7,17.34,12.349,0.024,45.9,3.596,11.368,0.179,6.1,0.8845,9.066,,0.2,0.9438,1,0,0.0,0.0,0.0,0.0,0,49,0,51,0000,5,00nn,AABU,0100,28,28,28,28,1,16,0,16
102,103,1.248093,-13.548718,28.264583333,1.0230555556,J015303.48+010124.2,28.2645021,1.0233926,0.0663,0.0907,-0.0385,14.008,0.043,25.2,1.757,13.863,0.054,20.1,0.9901,11.546,0.256,4.2,0.958,8.563,,-0.2,0.9891,2,1,0.0,0.0,0.0,0.0,41,62,-46,67,0000,4,nnnn,AABU,2300,34,34,29,29,0,20,0,21
103,104,0.177254,135.635439,28.284541667,1.03075,J015308.29+010150.5,28.2845761,1.0307148,0.0476,0.0448,-0.0036,12.946,0.024,45.2,6.106,12.866,0.028,39.3,1.557,11.751,0.241,4.5,0.9019,9.257,,-0.1,0.9353,1,0,0.0,0.0,0.0,0.0,0,44,0,44,0000,5,22nn,AABU,2300,35,35,30,30,2,22,0,22
104,105,1.636178,37.159701,28.431416667,0.18638888889,J015343.60+001112.3,28.4316912,0.1867511,0.062,0.0639,0.0361,12.93,0.034,31.6,2.644,12.816,0.039,28.0,1.173,10.315,0.089,12.3,0.909,7.857,,1.3,0.9876,3,1,0.0,0.0,0.0,0.0,74,39,-216,40,0000,4,nnnn,AAAU,2300,34,34,31,31,18,21,0,21
105,106,1.507847,-39.869646,28.432625,0.18383333333,J015343.76+001102.9,28.4323565,0.1841548,0.0391,0.0392,-0.0069,13.092,0.022,49.2,15.43,12.826,0.026,41.4,3.814,8.854,0.026,42.0,2.092,5.741,0.039,28.1,1.183,2,0,0.0,0.0,0.0,0.0,311,81,-407,121,0000,3,2100,AAAA,2300,34,34,31,31,21,21,21,21
106,107,0.160966,-145.164301,29.525125,-9.5495,J015806.02-093258.3,29.5250991,-9.5495367,0.0703,0.0698,-0.0075,14.577,0.029,36.8,1.549,14.591,0.055,19.8,1.085,12.169,0.321,3.4,1.073,8.824,,0.8,0.9428,1,0,0.0,0.0,0.0,0.0,-381,140,87,147,0000,0,00nn,AABU,0000,27,27,26,27,1,15,0,15
107,108,0.639187,166.193977,29.531708333,-9.5580277778,J015807.62-093329.5,29.5317513,-9.5582002,0.0397,0.0381,0.0056,12.207,0.023,47.9,16.68,12.091,0.023,47.5,4.262,9.32,0.039,28.1,1.414,7.626,0.146,7.4,1.006,1,0,0.0,0.0,0.0,0.0,-82,46,-144,55,0000,5,000n,AAAB,0000,28,28,28,28,15,15,2,15
108,109,0.17633,0.62386,29.567291667,-0.52252777778,J015816.15-003120.9,29.5672922,-0.5224788,0.066,0.0587,0.0341,13.481,0.031,35.4,2.007,13.223,0.04,27.1,1.043,10.046,0.069,15.7,0.8498,7.216,0.137,7.9,0.9913,2,1,0.0,0.0,0.0,0.0,305,39,335,74,0000,0,nnnn,AAAB,1200,44,44,28,28,21,21,4,21
109,110,1.509162,42.985026,29.568166667,-0.52191666667,J015816.42-003117.7,29.5684525,-0.52161,0.102,0.0949,0.057,14.341,0.051,21.3,2.007,14.133,0.073,14.9,1.043,10.634,0.112,9.7,0.8498,8.411,0.398,2.7,0.9913,2,1,0.0,0.0,0.0,0.0,,,,,0000,0,nnnn,AABC,1200,44,44,28,28,11,21,0,21
110,111,0.160076,-19.897478,30.256208333,0.042388888889,J020101.48+000232.7,30.2561932,0.0424307,0.0442,0.0444,-0.0018,13.397,0.025,43.4,1.515,12.954,0.029,37.4,0.9078,9.087,0.03,35.9,0.9126,6.717,0.059,18.3,0.8717,1,0,0.0,0.0,0.0,0.0,26,66,-49,67,0000,4,1111,AAAA,1200,35,35,34,34,23,23,23,23
111,112,0.232109,-99.803211,30.258708333,0.031277777778,J020102.07+000152.5,30.2586448,0.0312668,0.0503,0.0497,-0.0045,13.598,0.025,42.6,2.634,13.424,0.031,35.3,1.067,10.831,0.095,11.5,1.01,8.532,,1.9,0.9096,1,0,0.0,0.0,0.0,0.0,21,62,-136,63,0000,0,110n,AAAU,1200,34,34,33,33,11,23,0,23
112,113,0.305698,-157.961111,30.334666667,0.80586111111,J020120.31+004820.8,30.3346348,0.8057824,0.0566,0.0561,-0.0102,14.103,0.027,40.3,1.479,13.731,0.038,28.9,1.008,10.26,0.056,19.5,0.9772,7.467,0.125,8.7,0.8253,1,0,0.0,0.0,0.0,0.0,-25,88,-79,88,0000,0,110n,AAAB,1200,29,29,29,29,18,20,5,20
113,114,,,30.335125,0.80905555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,115,0.312453,107.893346,30.837375,0.66841666667,J020320.98+004006.2,30.8374576,0.66839,0.0451,0.0438,0.0044,12.827,0.024,45.8,5.541,12.761,0.027,40.9,1.269,11.38,0.149,7.3,0.8815,8.924,,0.6,0.9425,1,0,0.0,0.0,0.0,0.0,-72,41,-41,41,0000,1,11nn,AABU,1200,35,35,35,35,5,22,0,22
115,116,1.257753,-28.627143,30.837625,0.66808333333,J020320.98+004006.2,30.8374576,0.66839,0.0451,0.0438,0.0044,12.827,0.024,45.8,5.541,12.761,0.027,40.9,1.269,11.38,0.149,7.3,0.8815,8.924,,0.6,0.9425,1,0,0.0,0.0,0.0,0.0,-72,41,-41,41,0000,1,11nn,AABU,1200,35,35,35,35,5,22,0,22
116,117,0.387683,34.868648,31.176458333,-0.29705555556,J020442.36-001749.0,31.1765199,-0.2969672,0.0464,0.0454,-0.0071,13.507,0.024,44.6,3.143,13.167,0.029,36.9,1.256,9.446,0.037,29.2,1.052,7.302,0.095,11.4,0.9402,1,0,0.0,0.0,0.0,0.0,126,65,57,67,0000,1,0000,AAAA,1100,33,33,33,33,22,22,13,22
117,118,,,31.177708333,-0.29611111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,119,1.027516,69.490663,31.891375,13.564,J020733.99+133350.7,31.89165,13.5641,0.0438,0.0427,0.0059,12.982,0.024,44.8,11.88,12.73,0.025,43.7,2.905,10.125,0.055,19.8,1.131,8.601,0.31,3.5,0.97,1,0,0.0,0.0,0.0,0.0,-8,48,26,49,0000,5,000n,AAAB,1111,32,32,32,32,22,22,1,22
119,120,0.96359,-104.422366,31.891916667,13.564166667,J020733.99+133350.7,31.89165,13.5641,0.0438,0.0427,0.0059,12.982,0.024,44.8,11.88,12.73,0.025,43.7,2.905,10.125,0.055,19.8,1.131,8.601,0.31,3.5,0.97,1,0,0.0,0.0,0.0,0.0,-8,48,26,49,0000,5,000n,AAAB,1111,32,32,32,32,22,22,1,22
120,121,,,32.161,0.12836111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,122,0.116925,-175.998183,32.162041667,0.1285,J020838.88+000742.4,32.1620394,0.1284676,0.043,0.0412,0.0073,12.705,0.023,47.2,18.21,12.655,0.025,43.9,3.701,10.65,0.097,11.2,1.046,8.224,0.212,5.1,1.097,1,0,0.0,0.0,0.0,0.0,-26,39,-107,39,0000,5,000n,AAAB,1100,35,35,35,35,15,22,0,22
122,123,0.037154,-32.198544,32.325625,-0.87158333333,J020918.14-005217.6,32.3256195,-0.8715746,0.0613,0.0606,-0.0108,14.424,0.028,39.3,1.189,14.189,0.042,25.6,0.7888,11.119,0.118,9.2,0.9133,8.738,,1.6,0.9279,1,0,0.0,0.0,0.0,0.0,-37,91,41,93,0000,0,22nn,AABU,1100,35,35,35,35,7,24,0,24
123,124,0.290909,15.477274,32.328583333,-0.87402777778,J020918.86-005226.2,32.3286049,-0.8739499,0.0532,0.0518,-0.0076,13.845,0.026,42.4,1.524,13.638,0.034,32.4,1.08,11.105,0.133,8.2,1.066,8.624,,1.9,0.9727,1,0,0.0,0.0,0.0,0.0,75,64,-35,66,0000,0,11nn,AABU,1100,35,35,35,35,6,24,0,24
124,125,1.175068,146.695479,33.175791667,0.485,J021242.23+002905.0,33.1759709,0.4847272,0.0484,0.0472,-0.0073,13.499,0.025,42.9,3.644,13.22,0.029,37.6,1.219,10.242,0.064,17.0,1.006,8.086,0.196,5.5,0.9486,1,0,0.0,0.0,0.0,0.0,51,60,-22,62,0000,1,000n,AAAB,1100,34,34,34,34,23,23,1,23
125,126,1.338307,-24.488392,33.176125,0.48438888889,J021242.23+002905.0,33.1759709,0.4847272,0.0484,0.0472,-0.0073,13.499,0.025,42.9,3.644,13.22,0.029,37.6,1.219,10.242,0.064,17.0,1.006,8.086,0.196,5.5,0.9486,1,0,0.0,0.0,0.0,0.0,51,60,-22,62,0000,1,000n,AAAB,1100,34,34,34,34,23,23,1,23
126,127,1.386916,-102.153945,33.795416667,0.91136111111,J021510.80+005440.6,33.79504,0.91128,0.0832,0.0828,-0.016,15.073,0.034,32.2,2.037,14.799,0.063,17.3,1.014,11.213,0.13,8.3,1.035,8.754,,1.0,0.908,1,0,0.0,0.0,0.0,0.004,0,146,0,148,0000,0,00nn,AABU,0000,35,35,24,35,4,21,0,21
127,128,0.161016,19.00438,33.798708333,0.90536111111,J021511.69+005419.4,33.7987229,0.9054034,0.0559,0.0547,-0.0043,14.048,0.026,42.0,2.099,13.814,0.035,31.3,0.8161,12.225,0.304,3.6,0.9732,8.932,,0.7,0.9638,1,0,0.0,0.0,0.0,0.004,2,69,55,70,0000,0,01nn,AABU,0000,35,35,35,35,0,21,0,21
128,129,1.84223,179.373087,35.6895,1.034,J022245.48+010200.5,35.6895056,1.0334883,0.0506,0.076,-0.0163,13.382,0.034,31.9,2.436,13.175,0.038,28.2,1.078,9.596,0.05,21.9,0.9717,8.512,0.463,2.3,0.9603,2,1,0.0,0.0,0.0,0.0,65,76,389,97,0000,4,nnnn,AAAC,1111,38,38,38,38,25,25,0,25
129,130,0.099562,131.552224,35.691,1.0416944444,J022245.84+010230.0,35.6910207,1.0416761,0.0456,0.0442,-0.0035,13.2,0.024,44.9,2.528,13.014,0.026,41.3,1.091,11.067,0.1,10.9,1.007,9.116,0.507,2.1,0.9417,1,0,0.0,0.0,0.0,0.0,-11,46,25,47,0000,0,00nn,AAAC,1111,38,38,38,38,8,26,0,26
130,131,0.125046,-127.544346,35.756458333,-8.3145833333,J022301.54-081852.5,35.7564305,-8.3146045,0.0454,0.043,-0.0019,12.998,0.023,46.3,9.299,12.912,0.026,41.0,2.04,10.633,0.08,13.6,0.9298,8.253,0.226,4.8,0.9437,1,0,0.0,0.0,0.0,0.0,18,48,21,44,0000,5,001n,AAAB,0000,36,36,36,36,16,21,0,21
131,132,0.114928,-109.752115,35.768041667,-8.3331111111,J022304.32-081959.2,35.7680113,-8.3331219,0.0456,0.0429,0.0027,13.035,0.023,47.4,3.11,13.001,0.027,40.0,1.101,11.982,0.247,4.4,1.108,9.288,,-0.9,1.057,1,0,0.0,0.0,0.0,0.0,-24,41,14,41,0000,1,00nn,AABU,0000,36,36,36,36,0,21,0,21
132,133,0.921888,178.295504,36.380375,-8.4190833333,J022531.29-082509.6,36.3803827,-8.4193393,0.0446,0.0713,-0.0232,12.973,0.035,31.0,3.059,12.47,0.036,30.3,1.269,9.429,0.046,23.8,0.9758,6.292,0.078,13.9,1.257,2,1,0.0,0.0,0.0,0.0,-51,51,340,75,0000,5,nnnn,AAAA,0000,35,35,35,35,24,24,22,24
133,134,0.138768,-3.138313,36.402958333,-8.4276388889,J022536.70-082539.3,36.4029562,-8.4276004,0.0559,0.0557,-0.0076,14.124,0.026,42.0,1.301,14.06,0.038,28.3,0.9732,12.858,,0.0,0.8764,9.118,,-1.0,0.9594,1,0,0.0,0.0,0.0,0.0,-8,69,26,72,0000,0,00nn,AAUU,0000,35,35,35,35,0,24,0,24
134,135,1.873279,-167.298863,36.476958333,1.2014722222,J022554.44+011203.4,36.4768439,1.2009646,0.056,0.0652,0.0258,13.61,0.03,36.4,2.508,13.445,0.036,30.2,1.117,10.317,0.073,14.9,0.9162,8.697,0.465,2.3,1.003,2,1,0.0,0.0,0.0,0.001,263,59,655,61,0000,4,nnnn,AAAC,1111,35,35,34,34,18,22,0,22
135,136,1.323913,168.171401,36.488,1.1866944444,J022557.13+011110.8,36.4880754,1.1863345,0.0515,0.0804,-0.0142,13.498,0.036,29.8,3.791,13.298,0.04,27.2,1.161,9.926,0.064,17.1,0.9235,7.367,0.182,6.0,0.8642,2,1,0.0,0.0,0.0,0.0,166,53,484,56,0000,5,nnnn,AAAB,1111,37,37,36,36,24,24,2,24
136,137,0.094063,-74.915006,37.951083333,-1.157,J023148.25-010925.1,37.9510581,-1.1569932,0.041,0.0391,0.0048,12.442,0.023,48.1,18.18,12.423,0.024,45.3,4.12,9.788,0.041,26.2,1.523,8.099,0.196,5.6,0.959,1,0,0.0,0.0,0.0,0.001,0,45,0,42,0000,5,000n,AAAB,0111,35,35,33,33,22,22,1,23
137,138,0.044707,-53.615535,37.95525,1.2610833333,J023149.25+011539.9,37.95524,1.2610907,0.0396,0.0364,0.0044,11.291,0.023,47.7,16.08,11.356,0.021,51.0,4.937,10.239,0.06,18.1,0.7932,9.226,0.501,2.2,0.9669,1,0,0.003,0.0,0.0,0.0,-18,30,-52,29,0000,5,110n,AAAC,1111,36,37,37,37,22,22,1,23
138,139,0.92562,-47.410907,37.961708333,-1.13975,J023150.76-010822.4,37.961519,-1.139576,0.0555,0.0548,-0.0081,14.021,0.026,42.1,2.618,13.83,0.037,29.6,0.944,11.299,0.144,7.6,0.9613,8.421,,1.9,0.903,1,0,0.0,0.0,0.0,0.0,70,72,-45,72,0000,0,11nn,AABU,0111,34,34,32,32,4,21,1,22
139,140,0.06521,-100.175208,37.990708333,1.2465,J023157.76+011447.3,37.9906905,1.2464968,0.0369,0.0342,0.0068,10.692,0.022,49.3,28.82,10.822,0.019,56.2,13.23,10.245,0.065,16.7,1.083,8.61,0.309,3.5,1.02,1,0,0.0,0.0,0.0,0.0,27,28,6,27,0000,5,110n,AAAB,1111,36,36,36,36,21,21,0,21
140,141,0.107872,-68.782349,38.049083333,0.22405555556,J023211.77+001326.6,38.0490554,0.2240664,0.0482,0.0456,-0.0017,13.194,0.024,46.0,4.942,13.19,0.029,37.4,1.253,12.064,,1.7,0.8868,8.72,,0.8,0.9164,1,0,0.0,0.0,0.0,0.0,33,45,45,46,0000,5,00nn,AAUU,1111,34,34,32,32,0,23,0,23
141,142,1.039645,-5.371223,38.049333333,0.20427777778,J023211.83+001216.4,38.0493063,0.2045653,0.0514,0.0678,0.0126,13.154,0.033,32.9,1.862,13.159,0.038,28.6,1.005,12.245,0.434,2.5,0.9394,7.973,,1.7,0.8981,2,1,0.0,0.0,0.0,0.0,-72,39,78,41,0000,4,nnnn,AACU,1111,33,33,31,31,0,22,1,22
142,143,0.059645,-95.194464,38.3525,0.2125,J023324.59+001244.9,38.3524835,0.2124985,0.0607,0.0591,-0.0088,14.167,0.027,40.4,1.838,14.101,0.043,25.3,1.002,12.418,0.371,2.9,0.8862,9.289,,0.1,0.9957,1,0,0.0,0.0,0.0,0.0,-88,77,-67,79,d000,0,11nn,AACU,1111,34,34,32,32,0,23,0,23
143,144,0.028999,151.314015,38.363583333,0.21066666667,J023327.26+001238.3,38.3635872,0.2106596,0.0389,0.0376,0.0047,12.312,0.023,47.5,24.01,12.24,0.023,47.0,5.649,9.138,0.029,37.4,2.324,7.482,0.124,8.7,0.9047,1,0,0.0,0.0,0.0,0.0,-157,45,-53,46,0000,5,000n,AAAB,1111,34,34,33,33,22,22,7,22
144,145,0.110617,-158.557025,38.547583333,-0.46025,J023411.41-002737.0,38.5475721,-0.4602786,0.0532,0.0514,-0.0082,13.838,0.025,43.1,1.501,13.635,0.034,31.6,1.021,11.599,0.171,6.3,0.9409,8.484,,1.5,0.9083,1,0,0.0,0.0,0.0,0.0,26,61,-9,63,0000,0,11nn,AABU,1111,35,35,32,32,2,22,0,22
145,146,0.108665,-146.486267,38.558666667,-0.46008333333,J023414.07-002736.3,38.55865,-0.4601085,0.0428,0.0415,-0.0053,13.446,0.024,44.6,1.162,12.776,0.026,42.1,0.9441,9.081,0.031,35.5,0.9636,6.716,0.077,14.2,0.8989,1,0,0.0,0.0,0.0,0.0,9,76,-54,68,0000,0,1100,AAAA,1111,35,35,33,33,22,22,21,22
146,147,0.036066,-128.152206,40.148541667,-8.5471111111,J024035.64-083249.6,40.1485337,-8.5471173,0.0361,0.0341,0.0075,11.382,0.022,50.4,39.44,11.352,0.02,53.6,12.5,9.198,0.031,34.7,2.189,7.909,0.178,6.1,0.8587,1,0,0.0,0.0,0.0,0.0,80,35,-112,33,0000,5,220n,AAAB,0000,37,37,37,37,24,24,4,25
147,148,0.163748,-37.448073,40.158166667,-8.5333611111,J024037.95-083159.9,40.1581387,-8.533325,0.0353,0.0338,0.0052,11.271,0.022,50.0,32.1,11.287,0.021,51.8,11.53,8.908,0.025,43.3,3.904,7.424,0.123,8.9,0.9914,1,0,0.0,0.0,0.0,0.0,25,32,12,32,0000,5,111n,AAAB,0000,36,36,36,36,24,24,8,24
148,149,0.395845,151.151411,41.381083333,-1.2571388889,J024531.47-011526.0,41.3811364,-1.2572352,0.0834,0.0857,-0.019,15.152,0.035,31.3,2.66,14.825,0.069,15.7,1.121,11.093,0.116,9.3,1.003,8.526,0.289,3.8,0.8907,1,0,0.0,0.0,0.0,0.0,0,134,0,145,0000,0,001n,AABB,0233,37,37,22,32,7,16,1,20
149,150,0.141366,80.159653,41.383875,-1.2543611111,J024532.13-011515.6,41.3839137,-1.2543544,0.0568,0.0564,-0.0099,14.131,0.026,41.2,1.822,13.94,0.04,26.8,0.9478,12.234,0.38,2.9,0.912,9.097,0.443,2.5,0.9685,1,0,0.0,0.0,0.0,0.0,-85,63,-142,66,0000,0,00nn,AACC,0233,37,37,32,32,0,16,0,20
150,151,0.530919,58.939968,42.560666667,0.094361111111,J025014.59+000539.9,42.560793,0.0944372,0.0366,0.036,-0.0018,12.309,0.023,46.9,13.04,12.094,0.023,47.9,3.254,8.541,0.024,45.9,2.232,6.572,0.069,15.6,0.9891,1,0,0.0,0.0,0.0,0.0,0,32,0,32,0000,5,2110,AAAA,0255,46,46,38,38,14,14,20,20
151,152,0.119657,-46.977698,42.57025,0.091972222222,J025016.85+000531.1,42.5702257,0.0919949,0.0399,0.0383,0.0046,11.996,0.023,46.7,41.91,12.054,0.023,47.5,10.25,9.659,0.041,26.6,2.533,7.555,0.146,7.4,1.064,1,0,0.0,0.0,0.0,0.0,-20,37,52,40,0000,5,110n,AAAB,0255,46,46,38,38,14,14,5,20
152,153,0.221675,25.69205,43.688625,1.0498611111,J025445.27+010259.6,43.6886517,1.0499166,0.0636,0.0715,-0.0075,14.303,0.03,35.8,1.314,13.947,0.04,26.9,0.9386,11.489,0.159,6.8,0.9663,8.776,0.374,2.9,0.9351,2,1,0.0,0.0,0.0,0.0,,,,,0000,0,nnnn,AABC,1222,40,41,34,34,2,27,1,29
153,154,0.285435,-130.612165,43.689,1.0523611111,J025445.34+010308.3,43.6889398,1.0523095,0.0478,0.0499,0.0063,13.696,0.026,41.7,1.314,13.336,0.031,35.6,0.9386,9.707,0.038,28.3,0.9663,7.53,0.124,8.8,0.9351,2,1,0.0,0.0,0.0,0.0,-10,75,-138,73,0000,0,nnnn,AAAB,1222,41,41,34,34,27,27,8,29
154,155,0.181892,109.581262,44.730416667,-6.7244166667,J025855.31-064327.9,44.7304646,-6.7244336,0.0433,0.0419,0.0054,12.505,0.023,46.5,6.559,12.548,0.024,44.4,1.759,12.055,0.254,4.3,1.108,8.863,,1.3,1.077,1,0,0.0,0.0,0.0,0.0,0,36,0,36,0000,5,11nn,AABU,0022,42,42,42,42,1,26,0,27
